,F,N,Plate-IFU,g,i,r,u,z
555,23.6546,36.0688,b'10520-12703',239.421,457.788,352.91,151.358,793.205
556,84.4075,120.739,b'10520-12704',828.333,1687.07,1254.1,317.948,2041.22
557,16.1391,21.0315,b'10520-12705',149.921,350.922,240.807,78.2885,298.592
558,0.269657,3.15587,b'10520-1901',240.253,690.765,489.992,54.8432,898.048
559,0.994758,4.81253,b'10520-1902',513.716,1546.33,1063.68,105.803,2005.14
560,11.5067,22.2305,b'10520-3701',279.658,684.787,498.963,87.7369,860.254
561,0.319116,1.45682,b'10520-3702',222.451,768.235,515.11,41.9584,1021.34
562,1.66411,8.13068,b'10520-3703',777.54,2393.96,1641.51,169.574,3198.1
563,1.02946,2.18162,b'10520-3704',108.819,333.808,228.328,30.4314,441.345
564,26.5985,44.0634,b'10520-6101',548.632,1392.64,986.553,164.446,1697.16
565,83.928,129.303,b'10520-6102',884.446,1734.62,1351.38,324.327,2024.52
566,1.1017,3.2664,b'10520-6103',129.209,440.773,279.35,25.6514,603.929
567,41.9357,68.3948,b'10520-6104',395.974,847.606,618.503,156.735,908.272
568,18.2846,26.947,b'10520-9101',229.967,508.174,372.144,99.8739,590.719
569,33.0089,57.5786,b'10520-9102',1093.59,3187.35,2138.47,288.701,4244.29
570,26.190134,31.032295,b'10837-12701',155.63376,1066.6512,175.33484,132.44855,528.9027
571,0.5339539,7.0232415,b'10837-12702',441.3719,1602.3737,977.54126,203.28487,1831.9885
572,19.852802,31.120941,b'10837-12703',509.10248,1545.5385,988.9822,221.39728,1294.5028
573,86.77272,120.16112,b'10837-12704',684.7525,1258.6372,980.2593,305.62762,1586.0271
574,4.7100406,6.330668,b'10837-12705',422.92706,1392.084,948.84576,178.74634,1693.2108
575,0.00013234853,1.0926253,b'10837-1901',249.49931,853.8887,551.6867,50.09329,1096.062
576,6.472081,9.461272,b'10837-1902',224.70813,753.7959,469.91013,68.61461,1046.336
577,10.431054,20.354849,b'10837-3701',505.24634,1693.5305,1105.5776,122.19431,2126.6948
578,0.5835604,1.6274468,b'10837-3702',212.54362,737.54724,481.319,38.770927,932.54156
579,2.935204,13.893919,b'10837-3703',249.65784,1019.75714,582.4984,103.88624,1016.964
580,1.8852528,3.112349,b'10837-3704',282.3658,1112.0322,674.8562,70.344604,1236.2267
581,0.32743335,1.1200937,b'10837-6101',128.5868,592.7708,350.05316,42.13935,721.0789
582,0.31940377,2.9404247,b'10837-6102',482.04526,1712.8954,1107.6936,93.9814,2218.0999
583,0.88677204,2.3156898,b'10837-6103',281.06415,1080.2264,713.00574,70.02336,1517.1548
584,1.2260103,5.1476126,b'10837-6104',699.8327,2488.3794,1625.9087,169.68964,3396.0352
585,0.63578504,1.5452656,b'10837-9101',169.8479,597.3448,401.58698,33.205498,833.7433
586,16.396801,38.076786,b'10837-9102',795.8218,2255.7432,1560.6445,214.73027,2913.6833
587,164.94052,211.34148,b'10838-12701',988.61346,1655.7189,1286.5817,465.48596,1753.0991
588,-0.15550856,1.4980102,b'10838-12702',313.7038,1305.8495,785.6131,125.31832,1585.6898
589,13.759756,18.534275,b'10838-12703',133.49802,309.15305,216.38101,54.67948,280.66275
590,11.097401,18.871769,b'10838-12704',152.90472,298.6776,221.83647,52.31361,316.32617
591,4.5688643,8.160147,b'10838-12705',298.2408,866.49384,592.7663,86.545845,1169.7406
592,0.0,2.7523816,b'10838-1901',127.511665,383.74237,267.52097,22.21066,502.55692
593,-0.115866765,1.3477606,b'10838-3701',139.70576,554.45605,368.81445,34.615097,769.69604
594,67.83555,90.5726,b'10838-3702',350.56262,525.07385,457.45358,180.43388,621.86847
595,2.2573376,6.694275,b'10838-3703',564.4535,1527.3663,1086.9446,149.95622,2044.9377
596,0.2322303,1.9819208,b'10838-3704',115.632675,313.43375,228.68552,27.425756,380.51465
597,13.112624,20.050816,b'10838-6101',121.68425,254.78937,177.49406,83.081,303.1597
598,75.343956,96.22835,b'10838-6102',1520.2891,15483.6455,4953.5166,4556.879,11173.168
599,36.09686,44.828117,b'10838-6103',239.96533,405.49527,323.35687,97.095055,486.87283
600,39.63511,58.466286,b'10838-9101',331.1271,671.12115,503.10837,127.205696,755.56244
601,36.63702,48.795937,b'10838-9102',261.0528,476.64716,370.45663,111.65135,556.9636
602,18.870241,24.291157,b'10839-12701',167.71962,365.9162,245.28612,83.186615,500.03937
603,7.014406,10.151582,b'10839-12702',274.53348,788.8718,547.71875,86.598404,893.4794
604,1.0531265,4.418115,b'10839-12703',459.18622,1751.246,849.847,248.0587,2241.7349
605,5.9254403,9.71735,b'10839-12704',151.08727,398.52374,264.23987,50.301838,523.11053
606,62.12779,99.54961,b'10839-12705',1138.7915,33.132313,1954.1779,360.51624,3053.3218
607,0.1776499,2.0656736,b'10839-1901',164.48482,458.3027,318.67462,40.76689,547.3525
608,2.8112066,6.9457965,b'10839-1902',233.03157,647.3042,451.41663,64.20363,833.111
609,-3.3609584e-07,5.564074,b'10839-3701',935.862,3039.852,2030.652,204.14806,3868.5347
