Plate-IFU,extinction
10837-6104,-0.9220122777266186
10837-9101,0.05956599113175921
10837-9102,0.3668580224637234
10838-12701,0.08394455022548193
10838-12702,-1.2472804719100552
10838-12703,0.017360563832258008
10838-12704,0.11205694824985313
10838-12705,0.24730207405552446
10838-1901,-0.6231198361901692
10838-3701,-0.7021981900995444
10838-3702,0.09542107929602549
10838-3703,-0.08290113578781974
10838-3704,-0.024032161269111823
10838-6101,0.15267998120982015
10838-6102,0.08975626791056948
10838-6103,0.12219284099587761
10838-9101,0.14375074348671596
10838-9102,0.14279827039083362
10839-12701,0.02592745580208373
10839-12702,0.05259084953954919
10839-12703,-0.8159335013497413
10839-12704,0.37488004973990047
10839-12705,0.26566453301384335
10839-1901,-0.4967430450621177
10839-1902,0.6148758713997812
10839-3701,-0.2581593555544041
10839-3702,-0.6965167323159716
10839-3703,-0.7101692967459647
10839-3704,0.2991064859268056
10839-6101,0.578481520267944
10839-6102,-0.7184550185378117
10839-6103,999.0
10839-6104,-0.1272847039940019
10839-9101,0.4733380674136807
10842-12701,-0.1306177059203764
10842-12702,0.11419096034904994
10842-12704,0.32588958465706597
10842-12705,0.29472308389391955
10842-1901,0.4473268014512144
10842-3701,-0.920725851522844
10842-3702,0.28755083961326977
10842-3703,0.35316954722077476
10842-3704,0.3402459542971172
10842-6101,-0.6896994263693262
10842-6102,0.28074002837054735
10842-6103,0.21331403441319427
10842-6104,-1.075567646652341
10842-9101,-18.947913560001723
10842-9102,0.20830174024542897
10845-12701,0.6842386237948205
10845-12702,0.21226858556737296
10845-12703,0.12517928272067855
10845-12704,0.11096630535302614
10845-12705,0.4696788400929364
10845-1901,-0.5994324958989846
10845-1902,0.8784851547664307
10845-3701,-0.21335111876410784
10845-3702,-0.3155630668625519
10845-3703,0.3895077558601773
10845-3704,-1.332634745904721
10845-6101,0.0011585949842844276
10845-6102,0.2199574108490446
10845-6103,0.0025293037209788705
10845-6104,0.6450397897364119
10845-9101,0.26219748931952314
11004-12701,0.09911373134383793
11004-12702,0.12213585557193614
11004-12703,0.5391181393582974
11004-12704,-0.7905482162932269
11004-12705,0.3364814485975637
11004-1901,0.15411521783722
11004-3701,-0.4394909141749405
11004-3702,0.2155605418215901
11004-3704,0.24960730108626822
11004-6101,-0.892973662652639
11004-6102,0.06923748696308421
11004-6103,-1.1462641804872151
11004-6104,-1.3685390717221795
11004-9101,0.1295149463982381
11004-9102,-1.4073247014897408
11006-12701,-1.6309076818543133
11006-12702,-0.5345529834513918
11006-12703,-0.5462495954629067
11006-12704,-0.7950626889832104
11006-12705,-1.3710928724325269
11006-1901,-0.575579182352769
11006-1902,-1.3137012115124838
11006-3701,-1.6958796811133718
11006-3702,0.17169219494240773
11006-3703,-0.05677882774513744
11006-3704,-1.4670279488451463
11006-6101,-2.568388537764373
11006-6102,-0.8081337775545285
11006-6104,-0.8290204039415249
11006-9102,-0.6764473785193661
11007-12701,-0.7302241627331747
11007-12702,-1.2501938202397063
11007-12703,-1.2180318534627317
11007-12704,-1.3910564380532164
11007-12705,-0.7676634349349263
11007-1901,-0.821920946066307
11007-1902,-0.3678076205406967
11007-3701,-0.6202549757134612
11007-3702,-0.6842151389954223
11007-3703,-0.7484320826067057
11007-3704,-1.2189992769256544
11007-6101,-0.9477917770343814
11007-6102,-1.0063913901816879
11007-6103,-1.2896341013541104
11007-6104,-0.13398341701147276
11007-9101,-0.9078592068378689
11007-9102,-1.174687369941133
11009-12701,0.022491741548860165
11009-12702,-1.9015869929465345
11009-12703,0.12263567713766728
11009-12704,0.5371708653357512
11009-12705,0.014946368193948746
11009-1901,-0.5972373210221804
11009-1902,0.20464432591500442
11009-3701,-1.1137957579911262
11009-3702,-0.07983553779792639
11009-3703,0.14618857151756054
11009-3704,-0.0428903856492059
11009-6101,-1.01218388535411
11009-6102,0.2721528169749883
11009-6103,-1.000750459972397
11009-6104,-7.686116141684156
11009-9101,0.08970537376926112
11009-9102,0.23758837945143235
11010-12701,-0.8579385910173192
11010-12702,-0.8189925312339424
11010-12703,0.27257242833292233
11010-12704,0.042593977309286234
11010-12705,0.26848205726442825
11010-1901,-0.3418824988875863
11010-1902,-0.2709444871061449
11010-3701,-0.1474159729010622
11010-3702,0.32436739005665893
11010-3703,-0.3064889232741795
11010-3704,19.37355879062981
11010-6101,0.08822580568606002
11010-6103,0.1029002801546643
11010-6104,0.39967823913050987
11010-9101,0.2846539114514718
11010-9102,0.3585993822629928
11011-12701,-1.4406005383667597
11011-12702,-2.2474216213697713
11011-12703,0.29376733483196366
11011-12704,-0.249059131238822
11011-12705,0.33334296399108493
11011-1901,-0.7147224488072613
11011-1902,1.6095876302266257
11011-3701,-0.6956722829106192
11011-3702,0.07639581309226844
11011-3703,7.283763012790817
11011-3704,0.36356091708539406
11011-6101,-0.7127988798200618
11011-6102,-0.02446781761385588
11011-6103,-0.2826153436063976
11011-6104,0.12317660938031753
11011-9101,-0.5813392241901387
11012-12701,0.3135416490500972
11012-12702,0.2620109532196438
11012-12703,0.20382158814855073
11012-12704,-0.2411748611471675
11012-12705,0.24148862311263788
11012-1901,-0.7550298271611936
11012-1902,-0.015078568763003383
11012-3701,-1.6473599348741645
11012-3702,0.3596870040985853
11012-3703,-0.16710465966979318
11012-3704,0.21745041019903028
11012-6101,0.2828368619780442
11012-6102,0.35785726344300284
11012-6103,0.055503148019571326
11012-6104,-0.16100184833738226
11012-9101,0.0017593745352419787
11012-9102,0.3788229543207551
11013-12701,0.004879510071757552
11013-12702,0.31489294207769486
11013-12703,0.1038645651931219
11013-12704,0.20044157551355732
11013-12705,0.16282987921697104
11013-1901,-0.9032382468605203
11013-1902,0.3196047070776854
11013-3701,0.2660851503798647
11013-3702,0.38581713370352716
11013-3703,0.17350488975157966
11013-3704,0.25978618394059133
11013-6101,0.5884515191451068
11013-6102,0.12210393739938923
11013-6103,0.15675344835975763
11013-6104,0.3179862314691436
11013-9101,0.045802566517716144
11013-9102,0.2196084400306082
11014-12701,0.2832474319235722
11014-12702,-1.2034806354141967
11014-12703,-0.9742148324185654
11014-12704,-1.6020821111750694
11014-12705,999.0
11014-1901,-0.7951884216761246
11014-1902,-1.6554641060449515
11014-3701,-1.2347515487723741
11014-3702,-1.0296023554657494
11014-3703,-0.39728051715729185
11014-3704,0.2679498042441954
11014-6101,-1.2285517844667035
11014-6102,-0.5878713958093054
11014-6103,-1.27474782332498
11014-6104,-0.4751426867724304
11014-9101,0.3549556124984302
11014-9102,-1.4187601041755644
11016-12701,0.22420326154203837
11016-12702,0.16075808619564025
11016-12703,0.1274896196192024
11016-12704,0.06368154026784112
11016-12705,-4.499135881884177
11016-1901,0.3499809454303992
11016-1902,0.9524177449161165
11016-3701,-1.6893106231751627
11016-3702,0.18428398570618992
11016-3703,0.5376133929193664
11016-6101,-0.04722258268579332
11016-6102,-0.4604799298914256
11016-6103,-0.8255757950486137
11016-6104,-0.36024052450045135
11016-9101,0.3365844711120126
11016-9102,0.14471029879893751
11017-12701,0.19136978815852942
11017-12702,-0.8960890765504811
11017-12703,0.21554635574322634
11017-12704,0.16743766980487826
11017-12705,0.1948613720203462
11017-1901,0.023609009415877312
11017-1902,-0.12036066591562282
11017-3701,-0.375829365083796
11017-3702,-0.22322008355844714
11017-3703,-1.4239702827918685
11017-3704,0.2843422568751977
11017-6101,0.46436092876288043
11017-6102,-0.12776960306759183
11017-6103,0.3631374140057655
11017-6104,0.3498753301595184
11017-9101,0.2330414301428076
11017-9102,-0.32834044944739227
11018-12701,0.3471226879807042
11018-12702,0.2418175417556853
11018-12703,0.044616467303240266
11018-12704,0.15801839126176773
11018-12705,-0.10490293501810836
11018-1901,-0.29625295280228453
11018-1902,0.35375069341894183
11018-3701,0.26433285728790545
11018-3702,0.23810859101803122
11018-3703,0.43090757737754104
11018-3704,-0.014513154699641897
11018-6102,0.31058644631219345
11018-6103,0.38467580151199726
11018-6104,0.12027571981321492
11018-9101,0.2585848161722134
11018-9102,0.09238253058294166
11019-12701,0.21049659757055408
11019-12702,0.26726253375735437
11019-12703,999.0
11019-12704,0.3234695651517799
11019-12705,0.36601390324237776
11019-1901,0.2672889174994027
11019-1902,0.44482185137705593
11019-3701,0.2671512187902157
11019-3702,-0.9240792646502661
11019-3703,0.2676123286150479
11019-3704,-1.2198115562296215
11019-6101,0.3699997103385917
11019-6102,-1.5577914564611715
11019-6103,0.40559275533334815
11019-6104,0.16944303723564447
11019-9101,-0.2037766070435321
11019-9102,0.1007544177033836
11020-12703,-0.5273479617873091
11020-12704,-0.7441980771205535
11020-12705,0.046682171423671676
11020-1901,0.2891465459232337
11020-1902,0.6989890473231303
11020-3701,0.11543736637450201
11020-3702,0.4012946534831094
11020-3703,0.585029777191429
11020-3704,0.1435291281984298
11020-6101,0.09727171711673482
11020-6102,0.041383535250048106
11020-6103,0.3573946229419491
11020-6104,-0.21974411217738585
11020-9101,-0.9787053608318362
11020-9102,0.009801806442515595
11021-12701,-0.11528308985811493
11021-12702,-0.015544005472304398
11021-12703,0.16414575366951764
11021-12704,0.08595841302756903
11021-12705,-0.5787246807210601
11021-1901,0.04884779198341194
11021-1902,0.5257742057768925
11021-3701,0.2694170535264692
11021-3702,-0.2446446999867895
11021-3703,0.4824273982891279
11021-3704,0.35821989111349944
11021-6101,-0.1294219224056118
11021-6102,0.5228131259720386
11021-6103,0.11227768568308395
11021-6104,-0.2834817057756556
11021-9101,0.22479373340296774
11021-9102,0.05461631768336118
11022-12701,0.044628994990049714
11022-12702,0.07674828959683934
11022-12703,0.19334759946323807
11022-12704,0.3182421712179801
11022-12705,0.048035357607879955
11022-1901,-1.5531797760025348
11022-1902,-0.03430141971654841
11022-3701,1.9960068656065952
11022-3702,0.3004084171274359
11022-3703,0.14424457135109073
11022-3704,-0.5376237482347526
11022-6101,0.3215746631825853
11022-6102,-0.8329810175806979
11022-6103,0.052586418995270716
11022-6104,0.330627772387277
11022-9101,-0.001972646221277995
11022-9102,-0.4327001632359787
11024-12701,-21.43620446802069
