Plate-IFU,extinction,ha_6564,ha_6564c,l_ha,l_hac
10214-6103,0.09569093870904771,1.314394775390625e-14,1.6337737684758103e-14,1.0009524610927476e+40,1.2441694877694803e+40
10214-6104,0.17206247729012034,6.749932861328125e-15,9.980666192963352e-15,8.792738903439537e+39,1.3001224415118906e+40
10214-9101,999.0,0.0,999.0,999.0,999.0
10214-9102,999.0,0.0,999.0,999.0,999.0
10215-12701,999.0,0.0,999.0,999.0,999.0
10215-12702,0.17454186840525238,2.07883740234375e-14,3.0912081838661734e-14,9.701789888341356e+40,1.442645406859569e+41
10215-12703,0.16340412392950085,4.26572509765625e-14,6.184511697432688e-14,4.782970664770969e+40,6.934422014443924e+40
10215-12704,0.16943832137818626,1.148681884765625e-14,1.6883764387836128e-14,2.539577540788492e+40,3.732767915292915e+40
10215-12705,0.24520959900485859,5.076184692382813e-15,8.863562905214432e-15,6.920003209011116e+40,1.2083067788962593e+41
10215-1901,0.1601524722389232,1.540427734375e-14,2.2168884963623504e-14,1.6212165512510017e+40,2.333154774078909e+40
10215-1902,999.0,0.0,999.0,999.0,999.0
10215-3701,0.06869273550603967,3.46986279296875e-14,4.056259866549853e-14,4.060179689266867e+40,4.746338661553632e+40
10215-3702,0.37576023059673397,5.914373046875001e-14,1.3895021197863956e-13,1.596796486958001e+41,3.751457823019707e+41
10215-3703,0.47550012164269395,1.4863455200195314e-15,4.380598988575334e-15,3.599337015135187e+39,1.060806647961355e+40
10215-3704,0.3621134381196525,3.146790161132813e-15,7.167144651290203e-15,2.0733576660022346e+40,4.722289553857631e+40
10215-6101,0.38584537705303606,1.157218505859375e-14,2.781774529735385e-14,2.1011085756790395e+41,5.050740452592454e+41
10215-6102,0.22971935014738723,3.0736873046875003e-13,5.181298650890347e-13,3.28971249971887e+41,5.545451194926753e+41
10215-6103,0.31864935282894324,1.7780708007812503e-14,3.668763284884356e-14,7.062533513936096e+40,1.4572402652813013e+41
10215-6104,0.4239290478177748,6.6003134765625e-14,1.730084512919312e-13,7.694491257632955e+41,2.0168921077604455e+42
10215-9101,0.22123944967500506,3.1126934814453126e-15,5.146878793039688e-15,1.2525111170566267e+40,2.0710432764590415e+40
10215-9102,0.4331919010659164,6.138485908508302e-17,1.6432676587091286e-16,2.5244074931453396e+38,6.75781821888516e+38
10216-12701,0.340866278848932,1.3680673828125e-14,2.969003292002237e-14,6.934937420605429e+40,1.505032010139588e+41
10216-12702,0.4083704197683141,1.021530029296875e-14,2.584606405070839e-14,1.9700225847909987e+40,4.984418318362794e+40
10216-12703,0.06752488925442557,4.158631591796875e-15,4.848540404836805e-15,1.6547519093512363e+40,1.9292720009861844e+40
10216-12705,0.33902115621873746,1.7329041748046876e-14,3.74503804032902e-14,1.901535156511318e+40,4.1094721795338247e+40
10216-1901,999.0,0.0,999.0,999.0,999.0
10216-1902,999.0,0.0,999.0,999.0,999.0
10216-3701,999.0,0.0,999.0,999.0,999.0
10216-3702,999.0,0.0,999.0,999.0,999.0
10216-3703,999.0,0.0,999.0,999.0,999.0
10216-3704,999.0,0.0,999.0,999.0,999.0
10216-6101,0.458489713968815,7.474354248046876e-15,2.1193111502865926e-14,2.943288737758644e+40,8.345529839015633e+40
10216-6103,0.524638552684478,2.02631591796875e-14,6.677752756864449e-14,1.0308929042231691e+41,3.397322141213339e+41
10216-9101,999.0,0.0,999.0,999.0,999.0
10216-9102,999.0,0.0,999.0,999.0,999.0
10217-12701,0.17816251140113532,2.17020703125e-14,3.25374263050728e-14,1.3168781879505187e+41,1.97436587275815e+41
10217-12702,0.5465379118773412,8.905673217773438e-15,3.084671932413428e-14,5.370995182287881e+40,1.8603599843374196e+41
10217-12705,0.3285304492024397,4.0391738281250005e-14,8.523496813574372e-14,2.1487111940225197e+41,4.5342274917750205e+41
10217-1901,999.0,0.0,999.0,999.0,999.0
10217-1902,999.0,0.0,999.0,999.0,999.0
10217-3701,0.4576909334499184,1.484284423828125e-14,4.200970380164729e-14,8.721152148692305e+40,2.4683477957058202e+41
10217-3702,0.42786326022778765,1.4119521141052248e-16,3.7342774191108974e-16,9.106997379471883e+38,2.408584138961071e+39
10217-3703,0.33686889869181164,7.839488769531251e-14,1.6859501103442122e-13,4.222155579279755e+41,9.080112076240353e+41
10217-3704,999.0,0.0,999.0,999.0,999.0
10217-6101,999.0,0.0,999.0,999.0,999.0
10217-6102,999.0,0.0,999.0,999.0,999.0
10217-6103,0.41183322103178793,6.877800903320313e-15,1.753926361704364e-14,3.6175730619481337e+40,9.225269599879414e+40
10217-6104,999.0,0.0,999.0,999.0,999.0
10217-9101,0.2787132903516612,2.362185287475586e-16,4.451021791018927e-16,4.747727087102627e+38,8.946053823359533e+38
10217-9102,0.14106936291105063,1.7270718750000002e-13,2.3799842711808557e-13,1.0729832452419867e+41,1.4786201338126236e+41
10218-12701,0.35404782802795276,3.1682263183593753e-15,7.084875340131612e-15,2.1896761162210815e+40,4.896614307125448e+40
10218-12702,0.21045076604901006,1.4420014648437502e-14,2.3266052181488138e-14,2.6670737275483183e+40,4.303204818431928e+40
10218-12703,0.44884616470404765,6.7158515625e-14,1.862953532027417e-13,3.393669327137218e+41,9.413918995508454e+41
10218-12704,0.11633168190743434,6.20223046875e-14,8.079612576626296e-14,4.519347383479507e+40,5.887329750431434e+40
10218-12705,0.08460157556538696,4.9311950683593754e-15,5.976829378032918e-15,3.2085796140047377e+39,3.888942261033152e+39
10218-1901,0.18203536702434595,6.165037109375001e-14,9.324831856207298e-14,6.961282679507925e+40,1.0529180820538537e+41
10218-1902,999.0,0.0,999.0,999.0,999.0
10218-3701,0.426157606751663,2.5598090820312502e-14,6.743888246768355e-14,1.2835549496005503e+41,3.3815612263644686e+41
10218-3702,999.0,0.0,999.0,999.0,999.0
10218-3703,0.2607441491354142,2.5076394042968753e-14,4.535986043377289e-14,4.782289894838667e+40,8.650526140721113e+40
10218-3704,0.4039789890779939,1.3586736328125e-13,3.403480019212032e-13,2.579298558256011e+41,6.46114776543853e+41
10218-6101,999.0,0.0,999.0,999.0,999.0
10218-6102,0.33904596635084255,1.91301220703125e-14,4.1345087870794854e-14,3.6836320749773564e+40,7.961271301031967e+40
10218-6103,0.1666516997677828,6.0732958984375e-14,8.870395807796783e-14,2.9005261205554184e+41,4.236384192444699e+41
10218-6104,0.6523779574103212,6.6583361816406255e-15,2.933548269360419e-14,3.1836711055352267e+40,1.4026706683281916e+41
10218-9101,0.10863670121447182,1.7136622314453127e-14,2.1936704069444075e-14,1.226373037593258e+40,1.5698882726579507e+40
10218-9102,0.2487414870900978,3.1700976562500002e-15,5.579949097005626e-15,1.925525039864021e+39,3.389274676213207e+39
10219-12701,0.15893745590094852,1.2526849365234377e-14,1.7978146353980832e-14,9.138380341033867e+39,1.3115120523872783e+40
10219-12702,0.24736233075501282,2.07719921875e-14,3.644804541197858e-14,2.2194927855550965e+40,3.894483163158131e+40
10219-12703,0.34223578488279405,8.697816467285157e-16,1.893500421838297e-15,1.9109393166348455e+40,4.1600836437111727e+40
10219-12704,0.17080353751546226,3.702797317504883e-16,5.459428626822109e-16,1.4538178122182082e+39,2.1435185082061972e+39
10219-12705,0.2541696553744462,9.980773315429689e-15,1.7786089597099453e-14,7.385833415402217e+39,1.316181529466381e+40
10219-1901,999.0,0.0,999.0,999.0,999.0
10219-1902,999.0,0.0,999.0,999.0,999.0
10219-3701,999.0,0.0,999.0,999.0,999.0
10219-3702,999.0,0.0,999.0,999.0,999.0
10219-3703,999.0,0.0,999.0,999.0,999.0
10219-3704,999.0,0.0,999.0,999.0,999.0
10219-6101,999.0,0.0,999.0,999.0,999.0
10219-6103,0.40395934718293103,4.76084716796875e-15,1.1925398697899806e-14,7.469328287545947e+39,1.8709846103396552e+40
10219-6104,0.1791035185232759,1.8111826171875e-14,2.721280031586539e-14,1.9345759543634763e+40,2.906677032033263e+40
10219-9101,0.08540025867098928,8.152821044921876e-15,9.899540688409989e-15,9.883276908037503e+39,1.200074199431636e+40
10219-9102,0.3079613411053739,9.545231445312501e-14,1.922232426755685e-13,1.0455221997769282e+41,2.10548763203756e+41
10220-12701,0.5327327383260484,2.6234326171875e-14,8.806101220882588e-14,2.0879382686112357e+40,7.008602247255953e+40
10220-12702,0.5828969477511695,1.36107666015625e-14,5.120571722367565e-14,4.726145863137959e+40,1.778045981612122e+41
10220-12703,0.07027845101114037,1.9971247558593753e-14,2.3430636254882145e-14,1.4614244280563547e+40,1.714570113225252e+40
10220-12704,0.33203845801859794,1.7535405273437502e-14,3.7299599906659963e-14,8.100181640577235e+40,1.7229914544517143e+41
10220-12705,0.29102724419113124,3.778884521484375e-14,7.322606824554215e-14,1.2367191178461334e+41,2.3964764736551127e+41
10220-1901,0.05218784429418088,5.357090473175049e-17,6.031826221455949e-17,4.0552958324165033e+37,4.566068066278784e+37
10220-1902,999.0,0.0,999.0,999.0,999.0
10220-3701,0.48443051171150747,8.091648559570314e-15,2.4336987171504037e-14,2.88779815415961e+40,8.685536218519053e+40
10220-3702,0.3746617012751764,1.0784553527832033e-15,2.5273663672773343e-15,1.3088205656228904e+40,3.0672285781877476e+40
10220-3704,999.0,0.0,999.0,999.0,999.0
10220-6101,999.0,0.0,999.0,999.0,999.0
10220-6102,999.0,0.0,999.0,999.0,999.0
10220-6103,0.40827942363190084,6.8897607421875e-15,1.742840275805246e-14,2.428593788091841e+40,6.143393400498582e+40
10220-9101,0.2113679469038597,1.8897055053710937e-15,3.055319033106745e-15,5.917474190808159e+39,9.567507461721481e+39
10220-9102,0.10250249783638783,5.1733300781250004e-14,6.5307138452113e-14,3.83288437251207e+40,4.838560590692272e+40
10221-12701,999.0,0.0,999.0,999.0,999.0
10221-12702,0.039854987576262824,1.3947566223144532e-15,1.5270149038927965e-15,1.3614524609838962e+39,1.4905526638863498e+39
10221-12703,0.05547686784028831,1.20775048828125e-14,1.3700738766709498e-14,7.871147383188118e+39,8.929040819084855e+39
10221-12704,999.0,0.0,999.0,999.0,999.0
10221-12705,0.027774631752339077,7.6420263671875e-15,8.140060790895629e-15,3.80549580263945e+39,4.0535017395371476e+39
10221-1902,0.2380390512311935,3.96519140625e-14,6.81171247024417e-14,3.8704331603858256e+40,6.648929426784006e+40
10221-3701,999.0,0.0,999.0,999.0,999.0
10221-3702,999.0,0.0,999.0,999.0,999.0
10221-3703,999.0,0.0,999.0,999.0,999.0
10221-3704,0.17362286473836383,2.0381352539062502e-14,3.0243600535867755e-14,7.588668969558592e+40,1.1260718466764823e+41
10221-6101,0.17030127135996048,3.43097900390625e-14,5.0528857136155806e-14,3.413776822158804e+40,5.027551644740274e+40
10221-6102,0.3443568142350358,2.88428515625e-14,6.309388093891859e-14,7.39366928481024e+41,1.6173688255015324e+42
10221-6103,0.26008434250615403,4.58941455078125e-14,8.289198718149496e-14,1.248645143166666e+41,2.2552479418968175e+41
10221-6104,999.0,0.0,999.0,999.0,999.0
10221-9101,0.2356087166623236,2.991424560546875e-15,5.110589285577802e-15,9.179445439972373e+39,1.5682286002389635e+40
10492-12701,0.31940720941641754,2.3461083984375003e-14,4.849163988723594e-14,4.017231514894847e+40,8.303203044397853e+40
10492-12702,0.2626749079658163,1.9922265625e-14,3.619523456368061e-14,3.543053647345186e+40,6.43710209728534e+40
10492-12703,0.2538755102543129,4.2950946044921875e-15,7.648893919369539e-15,7.088193093198552e+39,1.2622966905822945e+40
10492-12704,0.27365211057111094,5.994681640625e-14,1.1166459305407883e-13,9.829931972586703e+40,1.831048618211078e+41
10492-12705,999.0,0.0,999.0,999.0,999.0
10492-1901,0.23153362483881001,2.9275012207031253e-15,4.955267218418534e-15,4.584321289855662e+39,7.759701975756611e+39
10492-1902,999.0,0.0,999.0,999.0,999.0
10492-3701,999.0,0.0,999.0,999.0,999.0
10492-3702,999.0,0.0,999.0,999.0,999.0
10492-3703,999.0,0.0,999.0,999.0,999.0
10492-3704,0.32451634134429225,1.8717373609542848e-17,3.913879417558305e-17,8.94860159615992e+37,1.8711892134953823e+38
10492-6101,999.0,0.0,999.0,999.0,999.0
10492-6102,0.2867083092960574,8.260448455810548e-16,1.5850467227765072e-15,1.7569213870541324e+39,3.371248548578773e+39
10492-6103,999.0,0.0,999.0,999.0,999.0
10492-6104,999.0,0.0,999.0,999.0,999.0
10492-9101,0.47611789732477117,3.6699892578125005e-14,1.0831494444450824e-13,6.339148698986163e+40,1.8709170270580737e+41
10492-9102,0.19264131261861708,2.3136745605468752e-14,3.584906022687886e-14,3.8779638703724626e+40,6.008682582989662e+40
10493-12701,0.4636853140688324,5.3004785156250006e-14,1.5207758965158943e-13,6.4630274505271136e+41,1.854326234189679e+42
10493-12702,0.3303742902727934,1.2928052978515626e-14,2.7395461601805332e-14,1.0538164327258605e+40,2.233111796963533e+40
10493-12703,0.08803072282525208,7.135875244140625e-15,8.716681514963551e-15,5.3201276317800243e+39,6.498692395619168e+39
10493-12704,0.3215866478739448,5.055590209960938e-15,1.0501279142721781e-14,1.8185100913869122e+40,3.7773397962288586e+40
10493-12705,0.1545916826411962,4.688351745605469e-15,6.6624367100628486e-15,1.7404335480298773e+40,2.4732633110747327e+40
10493-1901,999.0,0.0,999.0,999.0,999.0
10493-1902,0.1511380838170768,2.2291870117187502e-14,3.1430408121380854e-14,7.998745914748839e+40,1.1277826725086925e+41
10493-3702,999.0,0.0,999.0,999.0,999.0
10493-3703,999.0,0.0,999.0,999.0,999.0
10493-3704,999.0,0.0,999.0,999.0,999.0
10493-6101,999.0,0.0,999.0,999.0,999.0
10493-6102,999.0,0.0,999.0,999.0,999.0
10493-6103,999.0,0.0,999.0,999.0,999.0
10493-6104,999.0,0.0,999.0,999.0,999.0
10493-9101,0.3421881058749055,7.857837524414064e-15,1.710452991078339e-14,6.166319322235873e+39,1.3422521521847043e+40
10493-9102,0.1193382181816693,1.27340576171875e-14,1.6702346900601337e-14,1.7050238072527844e+40,2.236357016641942e+40
10494-12703,999.0,0.0,999.0,999.0,999.0
10494-12704,999.0,0.0,999.0,999.0,999.0
10494-12705,0.222349241230776,3.3644378662109377e-15,5.577193123034405e-15,5.013403953897964e+39,8.310666793844779e+39
10494-1901,999.0,0.0,999.0,999.0,999.0
10494-1902,999.0,0.0,999.0,999.0,999.0
10494-3701,0.30825228336917054,8.514186523437501e-14,1.7157334340710741e-13,2.0690266644343705e+41,4.169392124993491e+41
10494-3702,999.0,0.0,999.0,999.0,999.0
10494-3703,999.0,0.0,999.0,999.0,999.0
10494-3704,0.30255158610418514,1.21727880859375e-14,2.421413655769474e-14,4.609781759794606e+40,9.169787910937766e+40
10494-6102,999.0,0.0,999.0,999.0,999.0
10494-6103,999.0,0.0,999.0,999.0,999.0
10494-6104,999.0,0.0,999.0,999.0,999.0
10494-9101,0.2622887811410737,2.2298333740234375e-15,4.0476587979403885e-15,5.106976817639433e+39,9.270333778123183e+39
10494-9102,0.3864387355704362,3.328117370605469e-16,8.011077877502962e-16,7.600259407076107e+38,1.8294508041413945e+39
10495-12701,0.3639650273201264,2.0604150772094728e-16,4.712604505970391e-16,9.068053348749379e+39,2.0740553466330337e+40
10495-12702,999.0,0.0,999.0,999.0,999.0
10495-12703,0.26714074672675575,4.3488044738769534e-16,7.981623299984048e-16,1.9309125100704954e+40,3.5439202597374393e+40
10495-12704,0.3914059525353094,1.9458297119140628e-14,4.736971664946985e-14,1.423959487644701e+41,3.4665190400295817e+41
10495-12705,0.41206835956809507,2.9773183593750003e-14,7.596598265910892e-14,1.7269973057486864e+41,4.406416497843806e+41
10495-1901,0.38363790701512945,1.1818363037109375e-14,2.8267322146307774e-14,8.648096161921395e+40,2.068463452964561e+41
10495-1902,999.0,0.0,999.0,999.0,999.0
10495-3701,999.0,0.0,999.0,999.0,999.0
10495-3702,0.23526505271916145,3.25573291015625e-14,5.557793795447253e-14,1.2300771092970575e+41,2.0998389962046297e+41
10495-3703,999.0,0.0,999.0,999.0,999.0
10495-3704,999.0,0.0,999.0,999.0,999.0
10495-6101,999.0,0.0,999.0,999.0,999.0
10495-6102,999.0,0.0,999.0,999.0,999.0
10495-6103,0.3446102170500337,2.4673437500000003e-14,5.400436524258726e-14,1.7736724121393406e+41,3.882152730679449e+41
10495-6104,999.0,0.0,999.0,999.0,999.0
10495-9102,999.0,0.0,999.0,999.0,999.0
10496-12701,0.5859981846412782,2.694229431152344e-15,1.020779603832163e-14,2.471109782996008e+40,9.36244863242241e+40
10496-12702,0.2971884695460137,2.0868774414062502e-16,4.100920985598633e-16,1.9817543085545585e+39,3.8943436116571736e+39
10496-12703,0.12580635494793432,4.085859069824219e-15,5.438503550515368e-15,3.4927040633363273e+39,4.648981554366552e+39
10496-12705,0.32650724588011276,6.31348193359375e-14,1.3261629641715962e-13,3.639922526936698e+41,7.645749997307186e+41
10496-1901,999.0,0.0,999.0,999.0,999.0
10496-1902,999.0,0.0,999.0,999.0,999.0
10496-3701,999.0,0.0,999.0,999.0,999.0
10496-3702,0.1937449035260958,9.4430908203125e-16,1.4668278102722355e-15,1.3770935072958382e+39,2.1390867590745255e+39
10496-3703,999.0,0.0,999.0,999.0,999.0
10496-3704,999.0,0.0,999.0,999.0,999.0
10496-6101,0.4500796291109208,3.20499560546875e-14,8.91550705956935e-14,5.662005978028862e+40,1.5750303739045912e+41
10496-6102,0.1877324364993432,1.1188736328125001e-13,1.7143934578800077e-13,1.4503725217383986e+41,2.2223324331157304e+41
10496-6103,0.1322896729972708,1.0778779296875001e-14,1.4560153204083145e-14,3.801272084926493e+40,5.134821152055744e+40
10496-9101,999.0,0.0,999.0,999.0,999.0
10496-9102,0.18431958335031506,1.013998260498047e-15,1.5416915876565857e-15,4.0075105384409805e+39,6.093053139484626e+39
10497-12701,999.0,0.0,999.0,999.0,999.0
10497-12702,999.0,0.0,999.0,999.0,999.0
10497-12703,0.2753053934616024,1.5430740356445315e-16,2.885149009720076e-16,7.250743873682054e+38,1.3557014131308198e+39
10497-12704,999.0,0.0,999.0,999.0,999.0
10497-12705,0.2574272688322592,8.918170166015626e-15,1.6010612795910362e-14,3.1555041060639754e+40,5.66501350362404e+40
10497-1901,0.1881690435316086,5.062777404785156e-15,7.765140407484363e-15,1.9627870905218748e+40,3.010465625744187e+40
10497-1902,999.0,0.0,999.0,999.0,999.0
10497-3701,0.16644928970621778,1.0858370361328125e-14,1.5851975390801936e-14,3.992841593074639e+40,5.829090790475471e+40
10497-3703,0.2214358469854115,8.529089965820313e-15,1.4109257628902316e-14,5.761670603918817e+39,9.531250725380897e+39
10497-3704,999.0,0.0,999.0,999.0,999.0
10497-6101,0.36194768943216776,7.0602600097656255e-15,1.6074425278858764e-14,6.512023446989222e+40,1.4826229369459074e+41
10497-6102,999.0,0.0,999.0,999.0,999.0
10497-6103,0.28141887600465954,2.0107289123535157e-15,3.8121522491552355e-15,1.4233026484312842e+39,2.6984474929020068e+39
10497-6104,0.3542443837274805,1.4784605407714845e-15,3.307651867970881e-15,7.095568356454239e+39,1.5874397240452615e+40
10497-9101,999.0,0.0,999.0,999.0,999.0
10497-9102,0.35018265170017887,2.2150581359863283e-15,4.9100446662015775e-15,1.0190346798655658e+40,2.2588598074516795e+40
10498-12701,0.13969664714684887,6.083572998046876e-15,8.357324274813311e-15,1.9355078331369662e+40,2.6589089344633587e+40
10498-12702,0.11185686923042815,6.8795166015625e-14,8.87121335626456e-14,1.0293187228635855e+41,1.3273179688303512e+41
10498-12703,0.42627370319376395,7.399640560150147e-17,1.9499704229044206e-16,1.3717606480618406e+39,3.614895438881308e+39
10498-12704,0.18354356588592746,1.1222286376953126e-14,1.7032388529762545e-14,1.1129755245906802e+40,1.6891951356610734e+40
10498-12705,0.26811206803437215,2.0594121093750002e-13,3.7881179721383725e-13,2.240362293055611e+41,4.120960844986337e+41
10498-1902,999.0,0.0,999.0,999.0,999.0
10498-3702,999.0,0.0,999.0,999.0,999.0
10498-3703,999.0,0.0,999.0,999.0,999.0
10498-3704,0.26448750345982225,1.487651123046875e-14,2.7139582214418305e-14,6.815532009192577e+40,1.2433741247049977e+41
10498-6101,999.0,0.0,999.0,999.0,999.0
10498-6102,999.0,0.0,999.0,999.0,999.0
10498-6103,999.0,0.0,999.0,999.0,999.0
10498-6104,0.37740438252601316,1.9084521484375e-15,4.50043902096493e-15,1.1801727684389936e+40,2.783038381607604e+40
10498-9101,0.4177822892005936,3.4321228027343754e-14,8.871508941101844e-14,2.683573916909804e+41,6.93662533840738e+41
10498-9102,999.0,0.0,999.0,999.0,999.0
10499-12701,0.12769470605050867,2.1519272460937502e-14,2.8766551222501364e-14,2.2884789207519103e+40,3.059194785275583e+40
10499-12702,999.0,0.0,999.0,999.0,999.0
10499-12704,0.35013082197912127,1.8869789123535157e-16,4.182309748944287e-16,3.1812556242927283e+39,7.050951298003006e+39
10499-12705,0.17284753520803442,6.93991845703125e-14,1.0279913358722235e-13,1.146164135939012e+41,1.6977819098710374e+41
10499-1901,999.0,0.0,999.0,999.0,999.0
10499-1902,0.3049655398401521,5.768977355957032e-16,1.1538804499693132e-15,9.965165634215314e+38,1.9931799167409914e+39
10499-3702,0.4891168592379142,4.4442666015625003e-14,1.3510028551429777e-13,2.5444633025870556e+41,7.73485817748438e+41
10499-3703,0.41679716807623757,3.19504638671875e-14,8.240229967131608e-14,1.854222469240176e+41,4.782158913333687e+41
10499-3704,0.46587350435664426,2.7064643554687502e-14,7.803916883486027e-14,4.596397811394775e+40,1.3253419137437471e+41
10499-6101,999.0,0.0,999.0,999.0,999.0
10499-6102,999.0,0.0,999.0,999.0,999.0
10499-6103,0.15824343478829206,4.87296337890625e-14,6.982501962320071e-14,4.446173265874138e+40,6.370951542170101e+40
10499-6104,999.0,0.0,999.0,999.0,999.0
10499-9101,999.0,0.0,999.0,999.0,999.0
10499-9102,999.0,0.0,999.0,999.0,999.0
10500-12701,0.1935324906080761,6.730377197265625e-17,1.0449480003637839e-16,3.440507459267896e+39,5.3416789050980474e+39
10500-12702,0.23680814903630787,3.0168068847656255e-14,5.168023921662541e-14,2.9639872040758887e+41,5.077539716419704e+41
10500-12704,0.38632608355341924,6.2878134765625e-14,1.513145741293885e-13,5.190380827410344e+41,1.2490514666130025e+42
10500-12705,999.0,0.0,999.0,999.0,999.0
10500-1901,0.3658770370641991,2.302893676757813e-15,5.290146490015406e-15,1.327449490741539e+40,3.0493818863603624e+40
10500-1902,999.0,0.0,999.0,999.0,999.0
10500-3701,999.0,0.0,999.0,999.0,999.0
10500-3702,0.4112733586888279,3.947175903320313e-15,1.0052996713460003e-14,2.5946129997946644e+40,6.608176731544989e+40
10500-3703,0.3362664738724659,4.02555810546875e-14,8.645465114401415e-14,2.325130112058334e+41,4.9935513892933485e+41
10500-3704,999.0,0.0,999.0,999.0,999.0
10500-6101,0.5911896513284954,2.8836127929687505e-14,1.1055015793691071e-13,6.321383539181378e+40,2.4234527962293654e+41
10500-6102,999.0,0.0,999.0,999.0,999.0
10500-6103,999.0,0.0,999.0,999.0,999.0
10500-6104,0.3200883285569794,1.3140745849609376e-14,2.7202650002865562e-14,4.806459252634932e+41,9.949848379903755e+41
10500-9101,999.0,0.0,999.0,999.0,999.0
10500-9102,0.5066773675585233,8.354719543457032e-16,2.6431619458293655e-15,2.6433477612250993e+40,8.362693895015441e+40
10503-12701,0.13330349598048918,4.5414960937500004e-14,6.14888196325255e-14,7.52278846215737e+40,1.0185352433085277e+41
10503-12702,0.4193207007395364,6.177194335937501e-14,1.6023030535133401e-13,6.562011688121859e+40,1.70212086479098e+41
10503-12703,0.6568049835604655,2.5715605468750003e-14,1.144444230095213e-13,4.39465155569399e+40,1.9557904721725424e+41
10503-12704,0.3825404970768943,3.6039326171875e-14,8.59845932318848e-14,6.459450960391133e+40,1.5411310985164377e+41
10503-12705,999.0,0.0,999.0,999.0,999.0
10503-1901,999.0,0.0,999.0,999.0,999.0
10503-1902,999.0,0.0,999.0,999.0,999.0
10503-3701,999.0,0.0,999.0,999.0,999.0
10503-3702,999.0,0.0,999.0,999.0,999.0
10503-3703,0.3716638472800624,1.2465793457031251e-14,2.9015260693262406e-14,1.9219899314186375e+40,4.473605238379933e+40
10503-3704,999.0,0.0,999.0,999.0,999.0
10503-6101,999.0,0.0,999.0,999.0,999.0
10503-6102,0.4210875988876752,5.563410949707032e-16,1.448901354967685e-15,9.247600452370503e+38,2.4083895557535582e+39
10503-6103,999.0,0.0,999.0,999.0,999.0
10503-6104,0.18989642020707032,3.3136572265625003e-15,5.102386206684545e-15,5.870403216909423e+39,9.039276652252813e+39
10503-9101,999.0,999.0,999.0,999.0,999.0
10503-9102,0.21779472418057744,4.6893569335937506e-14,7.693434175230403e-14,8.1544983717110245e+40,1.3378400779294834e+41
10504-12701,0.21708270458388434,1.9696745605468753e-14,3.2262537455765786e-14,2.2939134165711824e+40,3.757344944428964e+40
10504-12702,999.0,0.0,999.0,999.0,999.0
10504-12703,0.04785351376435537,5.35915771484375e-15,5.9749947343891625e-15,4.10426731701907e+39,4.5759010860589054e+39
10504-12704,0.19963230710067814,4.230107421875e-14,6.659297387373114e-14,6.966231327770231e+40,1.0966673290839154e+41
10504-12705,999.0,0.0,999.0,999.0,999.0
10504-1901,999.0,0.0,999.0,999.0,999.0
10504-1902,999.0,0.0,999.0,999.0,999.0
10504-3701,999.0,0.0,999.0,999.0,999.0
10504-3702,999.0,0.0,999.0,999.0,999.0
10504-3703,999.0,0.0,999.0,999.0,999.0
10504-3704,999.0,0.0,999.0,999.0,999.0
10504-6101,999.0,0.0,999.0,999.0,999.0
10504-6102,999.0,0.0,999.0,999.0,999.0
10504-6103,999.0,0.0,999.0,999.0,999.0
10504-6104,0.3455104644836037,6.478595733642579e-16,1.420917330410919e-15,9.409229471589016e+39,2.0636782678947763e+40
10504-9101,1.0470476250655476,8.245078125e-15,8.909230405438854e-14,7.158049772183057e+39,7.734640437258191e+40
10504-9102,0.3309331651514763,1.0148941650390626e-14,2.1533666180856776e-14,1.2694436896639583e+40,2.6934608149576553e+40
10505-12701,0.29578631015486145,1.329618835449219e-15,2.6045182452162898e-15,7.876055536533718e+39,1.5427978153083476e+40
10505-12702,999.0,0.0,999.0,999.0,999.0
10505-12703,0.11361332407856395,5.444505615234375e-15,7.048837903946467e-15,2.3683191607452153e+40,3.0661916891392386e+40
10505-12704,0.36661397305154597,1.7491157226562502e-14,4.0247587926948644e-14,1.0738430990438057e+41,2.4709396861905887e+41
10505-12705,999.0,0.0,999.0,999.0,999.0
10505-1901,999.0,0.0,999.0,999.0,999.0
10505-1902,999.0,0.0,999.0,999.0,999.0
10505-3701,999.0,0.0,999.0,999.0,999.0
10505-3702,999.0,0.0,999.0,999.0,999.0
10505-3703,0.13715050075844645,2.942828893661499e-17,4.019388501696708e-17,3.540996361589336e+37,4.836380426662745e+37
10505-3704,999.0,0.0,999.0,999.0,999.0
10505-6101,999.0,999.0,999.0,999.0,999.0
10505-6103,999.0,0.0,999.0,999.0,999.0
10505-6104,0.19045403086595708,5.397738647460938e-15,8.322006907651966e-15,5.832272554339667e+39,8.991953048218593e+39
10505-9101,0.13483482456727972,2.17847314453125e-14,2.959791708912788e-14,9.423596248586131e+40,1.2803408715285534e+41
10505-9102,999.0,0.0,999.0,999.0,999.0
10506-12701,0.17013077447690375,1.586582489013672e-15,2.335692989742814e-15,5.623390460967465e+39,8.278494039369885e+39
10506-12702,0.32582948165465714,5.333103637695313e-15,1.1185074668091816e-14,6.88190134641433e+39,1.443335544316372e+40
10506-12703,0.2176040283767208,2.82862548828125e-14,4.638677153955878e-14,4.167015841816508e+40,6.833510221019593e+40
10506-12704,0.13907720881615285,4.1713525390625e-14,5.722343394981362e-14,3.013057198701071e+40,4.1333710824554648e+40
10506-12705,0.1627396322584383,1.097768783569336e-15,1.58915932956796e-15,1.1790343893887114e+39,1.7068015850171885e+39
